CUST_ID,TENURE,BALANCE_interval,PURCHASES_interval,ONEOFF_PURCHASES_interval,INSTALLMENTS_PURCHASES_interval,CASH_ADVANCE_interval,CREDIT_LIMIT_interval,PAYMENTS_interval,MINIMUM_PAYMENTS_interval,PURCHASES_TRX_interval,CASH_ADVANCE_TRX_interval,BALANCE_FREQUENCY_interval,PURCHASES_FREQUENCY_interval,ONEOFF_PURCHASES_FREQUENCY_interval,PURCHASES_INSTALLMENTS_FREQUENCY_interval,CASH_ADVANCE_FREQUENCY_interval,PRC_FULL_PAYMENT_interval,Cluster
C17667,12.0,1,0,0,0,3,3,0,1,0,1,6,0,0,0,3,0,1
C17668,12.0,1,1,1,0,1,3,2,1,1,2,10,3,3,0,4,0,1
C17669,12.0,3,3,0,3,0,3,3,2,7,0,10,10,0,10,0,0,2
C17670,11.0,2,0,0,0,3,3,3,2,0,5,10,0,0,0,9,1,1
C17671,12.0,2,0,0,0,2,2,1,1,0,2,9,0,0,0,3,0,1
C17672,12.0,2,1,1,0,2,3,2,1,1,1,10,1,1,0,2,0,1
C17673,12.0,1,1,0,1,0,3,2,1,5,0,10,10,0,10,0,4,2
C17674,12.0,1,1,1,0,0,2,2,1,1,0,10,3,3,0,0,0,0
C17675,12.0,2,3,3,0,0,3,2,1,2,0,10,4,4,0,0,0,0
C17676,12.0,1,3,3,0,0,0,3,1,4,0,10,10,10,0,0,9,5
C17677,11.0,3,0,0,0,3,3,3,1,0,5,10,0,0,0,4,1,1
C17678,12.0,1,2,2,0,0,3,2,1,4,0,10,6,6,0,0,3,0
C17679,11.0,1,0,0,0,2,3,2,1,0,1,10,0,0,0,1,0,1
C17680,12.0,1,2,1,2,1,1,3,1,7,1,10,10,1,10,1,1,2
C17681,11.0,3,0,0,0,3,0,3,1,0,1,10,0,0,0,1,0,1
C17682,12.0,1,3,0,3,0,3,3,1,3,0,7,6,0,6,0,10,2
C17683,12.0,3,1,1,1,0,3,1,1,2,0,10,5,1,5,0,0,0
C17684,12.0,1,3,3,0,1,3,3,1,3,1,10,6,6,0,1,5,5
C17685,12.0,1,0,0,0,1,2,3,1,0,1,7,0,0,0,1,3,3
C17686,12.0,3,1,0,1,3,3,3,2,2,4,10,9,0,8,5,0,4
C17687,12.0,1,3,2,3,0,3,3,1,0,0,10,10,10,10,0,10,5
C17688,12.0,1,2,0,2,0,3,2,1,5,0,10,10,0,10,0,9,2
C17689,12.0,2,3,3,0,2,0,3,1,1,1,10,3,3,0,4,0,0
C17690,12.0,5,0,0,0,0,5,3,3,0,3,10,0,0,0,5,0,1
C17691,7.0,3,1,1,0,2,3,1,1,1,2,10,2,2,0,3,0,1
C17692,7.0,1,3,3,0,0,3,3,1,1,0,6,5,5,0,0,0,0
C17693,7.0,3,3,3,3,0,3,1,3,7,0,10,10,8,9,0,0,5
C17694,12.0,3,3,1,3,3,3,0,3,5,1,10,10,2,10,3,0,4
C17695,12.0,1,1,0,1,0,3,1,2,5,0,10,10,0,10,0,0,2
C17696,12.0,1,1,1,0,0,3,0,1,1,0,10,1,1,0,0,0,0
C17697,12.0,1,1,1,1,0,2,1,1,3,0,10,9,1,8,0,3,2
C17698,12.0,3,0,0,0,2,3,1,1,0,2,10,0,0,0,3,0,1
C17699,12.0,2,1,1,0,1,2,1,1,1,1,10,1,1,0,1,0,0
C17700,12.0,1,2,2,1,0,3,3,1,5,0,10,8,2,7,0,0,2
C17701,11.0,1,3,3,1,0,3,3,1,5,0,10,10,10,3,0,3,5
C17702,12.0,2,1,1,0,0,3,2,1,1,0,10,1,1,0,0,0,0
C17703,12.0,3,0,0,0,2,3,1,1,0,1,10,0,0,0,2,0,1
C17704,12.0,1,1,0,1,0,2,1,1,2,0,8,5,0,5,0,3,2
C17705,12.0,2,2,2,0,1,0,2,1,2,1,10,4,4,0,3,0,0
C17706,12.0,3,2,2,0,5,3,5,1,2,0,10,5,5,0,10,3,4
C17707,12.0,2,1,0,1,0,3,1,1,5,0,10,10,0,10,0,0,2
C17708,12.0,1,2,0,2,0,3,2,1,4,0,5,10,0,10,0,1,2
C17709,12.0,3,1,0,1,1,3,1,2,2,1,10,8,0,7,2,0,2
C17710,12.0,1,2,1,1,0,3,1,1,4,0,10,10,1,10,0,3,2
C17711,12.0,1,0,0,0,0,3,3,1,0,0,10,10,10,0,0,10,0
C17712,12.0,1,1,1,0,0,3,1,1,1,0,3,1,1,0,0,0,3
C17713,12.0,3,2,0,2,0,3,2,2,3,0,10,10,0,10,0,0,2
C17714,12.0,1,0,0,0,0,2,0,0,3,0,10,10,0,10,0,4,2
C17715,12.0,3,2,0,2,0,3,3,3,2,0,10,9,0,9,0,0,2
C17716,12.0,5,5,3,0,0,5,5,3,8,0,10,10,5,10,0,0,5
C17717,11.0,1,3,3,1,0,5,3,1,7,0,10,10,9,8,0,9,5
C17718,12.0,1,1,0,1,0,0,1,1,1,0,7,5,0,5,0,5,3
C17719,12.0,1,3,3,3,0,3,3,1,5,0,7,6,2,6,0,4,5
C17720,12.0,2,1,0,1,1,3,3,1,5,1,10,8,0,7,1,1,2
C17721,12.0,2,1,1,1,0,0,1,1,1,0,10,4,1,3,0,0,0
C17722,12.0,2,1,1,0,0,3,2,1,1,0,10,1,1,0,0,0,0
C17723,12.0,1,0,0,0,3,3,3,1,0,1,6,0,0,0,1,2,1
C17724,12.0,3,0,0,2,0,5,3,2,0,0,10,10,8,6,0,0,0
C17726,12.0,1,2,1,1,1,2,1,1,5,1,10,10,4,10,1,0,2
C17727,12.0,1,3,3,1,0,3,3,1,3,0,10,7,5,4,0,0,5
C17728,12.0,1,1,0,1,0,2,1,1,1,0,3,3,0,2,0,10,3
C17729,12.0,3,0,0,0,1,3,3,1,0,1,10,0,0,0,1,1,1
C17730,12.0,1,3,2,2,0,3,2,1,4,0,10,9,3,7,0,3,5
C17731,12.0,1,3,2,3,0,5,3,1,0,0,10,10,4,10,0,7,5
C17732,12.0,3,0,0,0,2,0,2,2,0,1,10,0,0,0,3,0,1
C17733,12.0,1,1,0,1,1,0,1,1,2,1,3,9,0,9,1,0,3
C17734,12.0,2,1,0,1,0,2,2,1,3,0,10,10,0,10,0,0,2
C17735,12.0,2,0,0,0,3,3,2,1,0,1,10,0,0,0,2,0,1
C17736,12.0,1,2,0,2,0,0,2,1,3,0,7,5,0,5,0,5,2
C17737,12.0,1,2,2,0,0,2,2,1,2,0,10,5,5,0,0,0,0
C17738,10.0,3,0,0,0,3,3,3,0,0,3,10,0,0,0,4,0,1
C17739,12.0,3,3,3,0,1,3,2,1,2,1,10,7,7,0,2,0,0
C17740,12.0,2,3,3,1,0,3,3,1,5,0,10,7,5,4,0,1,5
C17741,12.0,1,0,0,0,1,2,1,1,0,1,2,0,0,0,1,1,3
C17742,12.0,3,0,0,0,0,3,2,3,0,3,10,0,0,0,8,0,1
C17743,12.0,3,1,1,0,3,0,2,1,1,1,10,1,1,0,1,0,1
C17744,12.0,1,1,1,0,0,2,1,1,1,0,7,1,1,0,0,0,3
C17745,10.0,3,0,0,0,1,3,2,1,0,1,10,0,0,0,2,0,1
C17746,12.0,3,1,0,1,0,2,1,2,1,0,10,2,0,2,0,0,0
C17747,12.0,2,1,1,0,0,3,1,1,1,0,10,1,1,0,0,0,0
C17748,12.0,3,1,1,1,0,3,2,1,3,0,10,10,1,10,0,0,2
C17749,12.0,2,1,1,0,0,3,1,1,1,0,10,3,3,0,0,0,0
C17750,12.0,3,0,0,0,1,3,2,2,0,1,10,0,0,0,4,0,1
C17751,8.0,1,1,0,1,0,3,1,1,2,0,9,9,0,8,0,10,2
C17752,8.0,1,0,0,0,1,1,0,1,0,2,3,0,0,0,3,0,3
C17753,12.0,0,1,0,1,2,0,0,2,2,1,10,6,0,6,1,0,2
C17754,12.0,3,0,0,0,5,5,2,2,0,1,10,0,0,0,3,0,1
C17755,12.0,2,3,0,3,3,2,3,1,3,3,10,10,0,10,6,3,4
C17756,12.0,1,0,0,0,2,2,2,1,0,1,2,0,0,0,1,0,3
C17757,12.0,3,6,6,2,0,5,6,2,8,0,10,10,10,5,0,4,5
C17758,12.0,1,1,0,1,0,3,2,1,5,0,7,10,0,10,0,0,2
C17759,12.0,3,1,0,1,3,3,2,2,1,2,10,3,0,2,5,0,1
C17760,12.0,1,1,0,1,0,3,1,1,4,0,10,10,0,10,0,2,2
C17761,12.0,1,1,1,0,0,2,1,1,1,0,6,1,1,0,0,0,3
C17762,12.0,3,1,1,1,1,3,2,3,2,1,10,4,3,1,1,0,0
C17763,10.0,1,1,0,1,0,3,1,1,1,0,5,4,0,2,0,0,3
C17764,6.0,3,0,0,0,0,0,5,2,0,1,7,0,0,0,2,0,1
C17765,12.0,3,2,1,1,2,3,2,2,4,3,10,10,4,8,5,0,4
C17767,11.0,1,0,0,0,1,1,1,1,0,1,10,0,0,0,2,0,1
C17768,12.0,2,2,0,2,3,3,3,1,3,1,10,10,0,10,2,0,2
C17769,12.0,1,1,0,1,0,2,1,1,3,0,6,10,0,10,0,2,2
C17770,12.0,3,3,3,1,2,3,3,2,7,2,10,10,8,10,8,0,4
C17771,12.0,3,1,1,0,0,3,1,2,2,0,10,5,5,0,0,0,0
C17772,12.0,3,3,0,3,2,0,3,3,4,1,10,10,0,10,2,0,2
C17773,12.0,3,3,1,3,0,0,2,2,8,0,10,10,1,10,0,0,2
C17774,12.0,3,3,3,1,1,3,3,2,5,1,10,8,7,4,2,1,5
C17776,12.0,1,1,0,1,0,3,1,1,4,0,10,10,0,10,0,0,2
C17777,12.0,3,3,0,3,0,0,3,1,4,0,10,10,0,9,0,0,2
C17778,12.0,1,1,1,0,2,3,2,1,1,1,10,2,2,0,2,0,0
C17779,12.0,1,1,1,0,0,0,1,1,1,0,3,1,1,0,0,0,3
C17780,12.0,1,1,0,1,0,3,1,1,1,0,1,2,0,2,0,0,3
C17781,12.0,1,1,0,1,0,3,1,1,3,0,10,10,0,10,0,10,2
C17782,12.0,2,2,2,0,0,3,3,1,3,0,10,7,7,0,0,0,0
C17783,12.0,1,1,0,1,0,3,1,1,3,0,10,10,0,10,0,2,2
C17784,12.0,3,1,1,0,0,0,0,1,2,2,10,5,5,0,2,1,0
C17785,12.0,3,2,0,2,0,3,3,3,3,0,10,10,0,10,0,1,2
C17786,12.0,1,2,1,1,0,0,2,1,0,0,10,10,10,5,0,3,0
C17787,12.0,1,1,1,0,0,2,1,1,5,0,10,9,9,0,0,0,0
C17788,7.0,3,0,0,0,3,5,0,1,0,1,10,0,0,0,2,3,1
C17789,12.0,0,0,0,0,3,0,2,3,0,2,10,0,0,0,4,0,1
C17790,12.0,3,0,0,0,3,3,3,1,0,1,10,0,0,0,3,1,1
C17791,12.0,3,0,0,0,2,3,2,2,0,1,10,0,0,0,1,0,1
C17792,12.0,1,3,3,1,0,2,2,1,7,0,10,10,6,10,0,1,5
C17793,12.0,1,0,3,3,0,3,0,1,0,0,9,10,5,10,0,7,2
C17794,12.0,2,1,1,0,0,3,1,1,1,0,10,1,1,0,0,0,0
C17795,12.0,3,1,0,1,3,3,3,3,0,3,10,10,0,10,7,0,4
C17796,6.0,1,3,0,3,0,2,3,1,2,0,10,10,0,9,0,10,2
C17797,11.0,3,0,0,0,0,0,1,1,0,1,4,0,0,0,2,0,3
C17798,8.0,1,0,0,0,1,2,1,1,0,1,10,0,0,0,3,0,1
C17799,12.0,2,0,0,0,2,3,1,1,0,1,10,0,0,0,4,0,1
C17800,12.0,1,1,0,1,0,2,1,1,3,0,10,10,0,10,0,4,2
C17801,12.0,1,1,0,1,0,0,1,1,5,0,10,10,0,10,0,8,2
C17802,12.0,5,3,2,1,3,5,3,3,2,2,10,7,1,6,3,0,4
C17803,12.0,3,1,0,1,2,0,3,1,5,1,10,10,0,10,2,0,2
C17804,12.0,3,3,3,0,1,5,2,2,0,1,10,6,6,0,2,0,0
C17805,7.0,2,0,0,0,3,3,2,1,0,1,8,0,0,0,5,0,1
C17806,11.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,1,0,1
C17807,12.0,3,0,0,0,3,3,2,3,0,3,10,0,0,0,4,0,1
C17808,12.0,1,2,0,2,0,3,2,1,0,0,10,10,0,10,0,10,2
C17809,12.0,3,0,0,0,1,3,2,1,0,1,10,0,0,0,4,0,1
C17810,10.0,1,1,0,1,0,3,1,1,4,0,9,9,0,8,0,8,2
C17811,12.0,1,1,0,1,0,3,1,1,1,0,2,2,0,2,0,5,3
C17812,12.0,1,2,0,2,0,3,2,1,3,0,10,10,0,10,0,0,2
C17813,12.0,1,2,0,2,0,0,0,1,1,0,2,2,0,2,0,10,3
C17814,12.0,3,1,1,0,1,3,2,3,1,1,10,1,1,0,1,0,1
C17815,12.0,1,3,2,3,0,2,3,1,5,0,10,10,2,9,0,10,2
C17816,12.0,3,2,0,2,0,2,2,3,0,0,10,10,0,10,0,0,2
C17817,11.0,3,3,2,3,2,3,2,2,5,4,10,9,5,6,5,0,4
C17818,12.0,2,0,0,0,1,3,1,1,0,1,10,0,0,0,1,0,1
C17819,12.0,1,3,0,3,0,0,3,1,4,0,10,9,0,9,0,10,2
C17820,12.0,1,3,3,0,0,0,3,1,2,0,10,3,3,0,0,2,0
C17821,12.0,3,3,1,3,3,0,2,2,4,2,10,10,3,9,4,0,4
C17822,12.0,1,3,2,2,0,3,2,1,2,0,10,5,1,4,0,0,0
C17823,12.0,1,1,1,1,2,2,2,1,1,2,10,4,2,1,5,1,1
C17824,11.0,1,0,0,0,5,5,0,1,0,2,2,0,0,0,2,0,3
C17825,6.0,1,3,0,3,0,2,2,1,2,0,10,10,0,9,0,5,2
C17826,12.0,0,1,1,1,0,0,3,2,2,3,10,7,3,5,5,0,4
C17827,9.0,5,0,0,0,5,5,3,3,0,2,8,0,0,0,6,0,1
C17828,12.0,2,0,0,0,1,2,1,1,0,1,10,0,0,0,3,0,1
C17829,12.0,1,0,0,0,2,2,2,1,0,2,10,0,0,0,4,0,1
C17830,12.0,2,0,0,0,3,3,1,1,0,1,10,0,0,0,4,0,1
C17831,12.0,1,1,0,1,0,0,2,1,2,0,5,6,0,5,0,5,3
C17832,12.0,1,0,0,0,2,2,3,1,0,1,10,0,0,0,3,1,1
C17833,12.0,2,2,1,1,1,2,3,2,3,1,10,9,1,9,2,0,2
C17834,12.0,1,1,0,1,0,0,1,1,3,0,10,10,0,10,0,5,2
C17835,12.0,1,0,3,2,0,3,0,1,7,0,10,10,10,5,0,6,5
C17836,12.0,1,1,0,1,0,0,1,1,3,0,10,10,0,10,0,10,2
C17837,12.0,0,0,0,0,3,0,3,2,0,1,10,0,0,0,1,0,1
C17838,12.0,1,2,0,2,0,3,1,1,0,0,10,10,0,10,0,10,2
C17839,12.0,2,0,0,0,1,3,3,1,0,1,10,0,0,0,1,1,1
C17840,12.0,3,3,3,0,3,3,2,3,1,2,10,1,1,0,4,0,4
C17841,12.0,3,0,0,0,3,3,1,1,0,1,10,0,0,0,2,0,1
C17842,12.0,1,1,0,1,0,3,1,1,2,0,7,6,0,5,0,5,2
C17843,12.0,3,0,0,0,1,3,2,0,0,1,10,0,0,0,1,0,1
C17844,12.0,1,3,0,3,0,3,3,1,2,0,9,8,0,8,0,6,2
C17845,12.0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,5,3
C17846,12.0,1,1,1,0,0,1,1,1,2,0,10,5,5,0,0,0,0
C17847,12.0,1,1,0,1,0,3,2,1,1,0,3,2,0,2,0,0,3
C17848,12.0,3,0,0,0,2,3,2,2,0,1,10,0,0,0,1,0,1
C17849,12.0,1,1,1,0,0,3,0,1,1,0,1,1,1,0,0,0,3
C17850,12.0,1,2,0,2,0,3,2,1,0,0,10,10,0,10,0,2,2
C17851,11.0,5,0,0,0,6,5,6,3,0,7,10,0,0,0,10,3,4
C17852,12.0,1,1,0,1,0,0,1,1,5,0,10,10,0,10,0,0,2
C17853,12.0,1,1,0,1,0,0,1,1,2,0,6,5,0,5,0,10,3
C17854,12.0,2,0,0,0,2,2,1,1,0,4,10,0,0,0,3,0,1
C17855,12.0,0,0,0,0,5,0,5,2,0,2,10,0,0,0,5,1,1
C17856,10.0,3,1,1,0,3,3,2,2,2,2,10,7,7,0,4,0,4
C17857,12.0,1,3,0,3,0,1,3,3,3,0,10,10,0,10,0,1,2
C17858,12.0,1,1,1,1,0,0,1,1,2,0,7,4,1,3,0,0,0
C17859,12.0,1,1,0,1,0,3,1,1,4,0,9,8,0,7,0,8,2
C17860,12.0,3,3,3,1,3,0,2,2,0,2,10,10,7,8,4,0,4
C17861,12.0,1,3,3,1,0,0,3,1,7,0,10,10,10,5,0,10,5
C17862,12.0,3,1,0,1,2,3,3,2,1,3,10,1,0,1,5,0,1
C17863,12.0,2,2,1,2,2,2,3,2,3,2,10,10,1,10,3,1,4
C17864,8.0,1,1,0,1,0,3,1,1,1,0,3,3,0,3,0,0,3
C17865,12.0,1,3,2,2,0,3,3,1,0,0,6,10,3,10,0,0,2
C17866,12.0,1,2,0,2,0,0,2,1,3,0,10,10,0,10,0,5,2
C17867,12.0,2,0,0,0,0,0,3,1,8,0,10,10,10,0,0,0,0
C17868,12.0,1,2,0,2,0,3,2,1,2,0,9,9,0,8,0,4,2
C17869,12.0,1,1,0,1,0,0,1,1,1,0,10,3,0,3,0,0,0
C17870,12.0,1,1,1,0,0,3,1,1,1,0,1,1,1,0,0,0,3
C17871,12.0,1,2,0,2,0,3,1,1,5,0,10,8,0,7,0,0,2
C17872,12.0,3,1,0,1,1,3,2,3,2,1,10,5,0,5,3,0,1
C17873,7.0,3,0,0,0,3,0,1,1,0,1,10,0,0,0,3,0,1
C17874,12.0,0,0,0,0,5,5,5,2,0,1,10,0,0,0,2,2,1
C17875,11.0,1,1,1,0,1,5,1,1,1,1,5,1,1,0,1,0,3
C17876,8.0,3,1,1,1,0,3,1,1,4,0,10,10,8,7,0,0,2
C17877,12.0,3,1,1,0,1,3,1,1,3,2,10,8,8,0,5,0,0
C17878,12.0,3,2,0,2,5,0,3,3,5,0,8,3,0,3,5,0,4
C17879,12.0,0,1,0,1,0,0,1,1,1,0,0,2,0,2,0,1,3
C17880,12.0,3,0,0,0,2,3,1,1,0,1,10,0,0,0,3,0,1
C17881,12.0,1,0,0,0,3,3,3,1,0,1,10,0,0,0,2,1,1
C17882,12.0,3,3,1,3,3,3,3,2,5,2,10,9,2,8,4,0,4
C17883,12.0,3,1,1,0,3,3,3,1,1,3,10,4,4,0,3,0,1
C17884,12.0,1,2,0,2,0,3,2,1,4,0,2,10,0,10,0,0,2
C17885,12.0,3,1,1,0,0,0,1,2,2,0,10,2,2,0,0,0,0
C17886,12.0,1,0,3,3,0,3,0,1,7,0,9,8,7,6,0,10,5
C17887,6.0,3,0,0,0,3,3,2,1,0,2,9,0,0,0,7,0,1
C17888,12.0,3,1,1,0,2,3,2,3,1,1,10,1,1,0,2,0,1
C17889,12.0,3,0,0,0,3,3,1,2,0,3,10,0,0,0,4,0,1
C17890,12.0,5,0,0,0,2,5,0,3,0,1,10,0,0,0,1,0,1
C17891,12.0,0,0,0,0,0,5,3,2,0,3,10,0,0,0,5,0,1
C17892,12.0,3,0,0,0,3,3,2,2,0,1,10,0,0,0,1,0,1
C17893,12.0,1,1,0,1,0,0,1,1,3,0,10,10,0,10,0,10,2
C17894,12.0,0,3,3,0,6,5,6,3,1,3,10,3,3,0,8,0,4
C17895,12.0,1,3,1,3,0,3,3,1,4,0,10,10,2,10,0,1,2
C17896,12.0,1,1,0,1,0,3,1,1,2,0,10,6,0,5,0,0,2
C17897,9.0,1,1,0,1,0,3,1,1,2,0,9,9,0,7,0,4,2
C17898,12.0,2,0,2,3,0,0,3,1,5,0,10,10,3,9,0,3,2
C17899,12.0,3,2,1,1,3,3,2,2,5,1,10,8,4,5,2,0,4
C17900,12.0,1,3,3,0,0,3,0,1,2,0,5,5,5,0,0,10,3
C17901,12.0,2,1,1,0,2,3,1,1,1,1,10,1,1,0,1,0,0
C17902,11.0,1,1,1,0,1,1,1,1,1,1,10,1,1,0,5,0,1
C17903,12.0,1,1,0,1,0,3,1,1,3,0,9,10,0,10,0,3,2
C17904,12.0,1,3,3,0,0,2,3,1,4,0,6,4,4,0,0,10,5
C17905,12.0,1,0,0,0,2,2,2,1,0,4,10,0,0,0,5,0,1
C17906,12.0,1,1,1,1,0,0,2,1,4,0,10,10,10,5,0,0,5
C17907,12.0,1,1,0,1,0,2,1,1,1,0,6,4,0,3,0,5,3
C17908,12.0,1,1,1,1,0,3,1,1,2,0,7,6,1,5,0,0,0
C17909,12.0,2,1,1,0,0,3,3,1,1,0,10,1,1,0,0,0,0
C17910,12.0,1,1,0,1,0,3,1,1,5,0,10,10,0,10,0,0,2
C17911,8.0,2,1,1,0,3,3,3,2,1,5,10,5,5,0,7,0,4
C17912,12.0,0,0,0,3,0,5,3,2,5,0,10,10,3,10,0,0,2
C17913,12.0,3,2,0,2,0,2,1,5,4,0,10,10,0,10,0,0,2
C17914,12.0,1,1,1,0,0,3,1,1,1,0,8,1,1,0,0,0,0
C17915,12.0,3,0,0,0,3,3,1,1,0,2,10,0,0,0,2,0,1
C17916,12.0,3,0,0,0,0,3,3,2,0,2,10,0,0,0,4,0,1
C17917,12.0,1,3,3,1,0,0,3,1,5,0,10,8,6,3,0,3,5
C17919,12.0,2,1,1,0,1,2,2,1,1,2,10,2,2,0,6,0,1
C17920,7.0,1,1,0,1,0,3,1,1,2,0,3,10,0,9,0,0,3
C17921,12.0,1,0,0,0,2,2,3,1,0,1,10,0,0,0,2,0,1
C17922,12.0,1,3,0,3,0,0,3,1,2,0,10,9,0,9,0,8,2
C17923,12.0,1,1,0,1,0,3,1,1,1,0,3,3,0,3,0,10,3
C17924,12.0,3,1,1,0,0,3,2,2,1,0,10,1,1,0,0,0,0
C17925,12.0,3,1,0,1,0,3,2,0,3,0,10,10,0,10,0,0,2
C17926,12.0,2,0,0,0,3,3,3,1,0,1,10,0,0,0,2,0,1
C17927,12.0,1,3,2,1,0,0,3,1,4,0,10,8,5,4,0,1,5
C17928,12.0,1,3,1,2,1,3,3,1,5,1,10,9,3,8,1,3,2
C17929,6.0,1,1,1,1,2,3,1,1,3,1,9,9,2,7,2,3,2
C17930,9.0,1,0,0,0,3,3,3,1,0,7,9,0,0,0,9,5,1
C17931,12.0,3,0,0,0,3,3,1,1,0,2,10,0,0,0,3,0,1
C17933,11.0,2,1,0,1,0,2,1,3,2,0,10,7,0,7,0,0,2
C17934,10.0,2,0,0,0,3,3,3,1,0,1,9,0,0,0,1,2,1
C17935,12.0,1,2,0,2,0,2,3,1,2,0,8,7,0,6,0,9,2
C17937,6.0,2,0,0,0,3,3,3,1,0,1,10,0,0,0,4,5,1
C17938,11.0,3,3,3,0,0,3,3,2,8,0,10,4,4,0,0,0,5
C17939,12.0,1,3,2,2,0,3,3,1,5,0,10,10,2,9,0,10,2
C17940,12.0,1,0,0,0,2,0,2,1,0,1,10,0,0,0,1,0,1
C17941,12.0,3,1,1,1,3,3,3,2,2,5,10,5,2,4,5,0,4
C17942,12.0,1,1,0,1,0,0,1,1,2,0,6,8,0,7,0,3,2
C17943,10.0,1,1,1,0,2,3,3,1,1,1,10,1,1,0,5,1,1
C17944,12.0,1,1,0,1,0,2,1,1,3,0,10,10,0,10,0,7,2
C17945,12.0,3,3,0,3,1,3,3,3,0,1,10,10,0,10,2,0,2
C17946,12.0,3,0,0,0,1,3,1,2,0,1,10,0,0,0,2,0,1
C17947,11.0,1,1,0,1,0,0,2,1,1,0,10,3,0,2,0,3,0
C17948,12.0,2,2,1,1,0,3,3,1,0,0,10,10,6,10,0,0,2
C17950,12.0,1,1,1,0,0,1,1,1,1,0,3,1,1,0,0,0,3
C17951,12.0,1,1,1,0,1,1,2,1,1,1,10,1,1,0,3,0,1
C17952,12.0,1,3,2,2,0,3,3,1,0,0,10,10,10,10,0,10,5
C17953,12.0,3,1,1,1,2,3,1,1,2,2,10,4,1,2,4,0,1
C17954,12.0,1,0,0,0,1,0,0,0,3,1,10,10,0,10,1,3,2
C17955,10.0,1,1,0,1,0,3,1,1,1,0,1,2,0,2,0,0,3
C17956,12.0,3,0,0,0,3,5,2,2,0,3,10,0,0,0,2,0,1
C17957,12.0,1,1,0,1,0,2,2,1,1,0,6,3,0,3,0,0,3
C17958,12.0,3,1,1,1,3,3,2,2,2,2,10,5,4,2,2,0,4
C17959,12.0,1,1,0,1,0,3,1,1,1,0,10,4,0,4,0,0,0
C17960,12.0,1,0,0,0,1,1,1,1,0,1,10,0,0,0,1,0,1
C17962,8.0,0,3,1,2,0,0,3,2,4,2,10,10,2,9,5,0,2
C17963,11.0,1,2,2,0,0,5,2,1,3,0,7,7,7,0,0,8,5
C17964,7.0,3,1,0,1,3,3,1,1,2,1,9,6,0,5,2,0,1
C17965,12.0,1,1,0,1,0,3,1,1,1,0,10,3,0,3,0,0,0
C17966,12.0,2,0,0,0,1,3,1,1,0,1,10,0,0,0,2,0,1
C17967,12.0,3,0,0,0,3,3,2,1,0,1,10,0,0,0,2,0,1
C17968,12.0,1,1,0,1,0,3,1,1,1,0,4,4,0,3,0,0,3
C17969,12.0,1,2,0,2,0,3,3,1,5,0,10,10,0,10,0,7,2
C17970,12.0,3,5,0,2,1,3,0,2,7,1,10,10,10,7,1,0,5
C17971,12.0,2,2,1,1,0,0,1,1,1,0,10,4,1,3,0,0,0
C17972,12.0,3,0,3,3,0,5,5,2,7,0,10,10,10,9,0,0,5
C17973,12.0,1,1,0,1,0,3,1,1,3,0,10,10,0,10,0,10,2
C17974,12.0,2,1,0,1,0,2,0,0,1,0,10,1,0,1,0,0,0
C17975,12.0,6,1,1,0,5,6,3,3,1,1,10,1,1,0,3,0,1
C17976,12.0,1,1,1,1,0,3,2,1,3,0,10,7,5,6,0,1,0
C17977,12.0,1,2,0,2,0,2,2,1,3,0,10,10,0,10,0,0,2
C17978,12.0,3,0,0,0,3,0,2,1,0,2,10,0,0,0,3,0,1
C17979,12.0,1,3,3,1,0,3,2,1,4,0,10,8,2,6,0,0,5
C17980,12.0,1,1,1,0,0,2,3,1,1,0,2,1,1,0,0,0,3
C17981,12.0,1,2,0,2,0,3,2,1,0,0,5,10,0,10,0,2,2
C17982,12.0,0,3,1,3,3,0,3,0,7,4,10,7,2,6,5,0,4
C17983,6.0,3,0,0,0,3,3,1,1,0,2,9,0,0,0,2,0,1
C17984,12.0,3,0,0,0,2,3,3,1,0,2,10,0,0,0,2,0,1
C17985,8.0,3,0,0,0,3,3,1,1,0,1,9,0,0,0,3,0,1
C17986,12.0,2,1,0,1,2,2,3,3,1,2,10,4,0,4,4,0,1
C17988,12.0,3,0,0,0,2,3,1,1,0,1,10,0,0,0,2,0,1
C17989,12.0,1,1,0,1,0,0,1,1,1,0,4,4,0,4,0,4,3
C17990,12.0,0,1,0,1,0,3,1,1,3,0,0,10,0,10,0,0,3
C17991,12.0,3,0,0,0,1,3,1,2,0,1,10,0,0,0,2,0,1
C17992,12.0,1,1,0,1,0,0,1,1,4,0,10,10,0,9,0,4,2
C17993,12.0,1,1,0,1,0,3,1,1,1,0,3,3,0,3,0,10,3
C17994,12.0,2,1,1,0,3,3,3,1,1,2,10,1,1,0,5,0,1
C17995,12.0,3,0,0,0,1,2,2,2,0,2,10,0,0,0,3,0,1
C17996,12.0,1,2,0,2,0,3,2,1,0,0,10,10,0,10,0,1,2
C17997,12.0,0,1,1,0,6,5,5,3,2,3,10,4,4,0,5,1,4
C17998,12.0,3,3,3,3,0,3,3,2,7,0,10,10,5,10,0,0,5
C17999,12.0,0,1,0,1,0,0,2,1,4,0,0,8,0,8,0,0,3
C18000,12.0,1,1,0,1,0,3,1,1,1,0,7,4,0,4,0,0,3
C18001,12.0,1,3,3,0,0,3,3,1,2,0,2,2,2,0,0,0,3
